,etoiles,n_avis,date_avis,date_experience,Société,text_total,text_clean_sentences_neg,text_clean_sentences_pos,text_stop,text_clean_sentences_neg_stop,text_clean_sentences_pos_stop
67778,5,1.0,2022-04-21 16:46:27+00:00,2022-04-21,Vybe,"""C’est une très bonne appli si vous êtes…. C’est une très bonne appli si vous êtes mineur. Même majeur ça fonctionne très bien. Ce qui est cool, c’est que c’est totalement gratuit en revanche c’est assez dommage qu’on ne puisse pas faire de virement automatiquement si l’on a pas la même banque. A part ça, c’est parfait, je l’utilise depuis maintenant un an et il n’y a eu aucun soucis. Je paye en magasin sans problème. Je pense même continuer à l’utiliser pour les années à venir.""",,C’ est une très bonne appli si vous êtes. C’ est une très bonne appli si vous êtes mineur. Même majeur ça fonctionne très bien. Ce qui est cool. c’ est que c’ est totalement gratuit en revanche c’ est assez dommage qu’ on ne puisse pas faire de virement automatiquement si l’ on a pas la même banque. A part ça c’ est parfait je l’ utilise depuis maintenant un an et il n’ y a eu aucun soucis. Je paye en magasin sans problème. Je pense même continuer à l’ utiliser pour les années à venir,"""C’ bonne appli êtes … . C’ bonne appli êtes mineur . Même majeur fonctionne bien . Ce cool , totalement gratuit revanche dommage puisse faire virement automatiquement banque . A part , parfait , utilise an aucun soucis . Je paye magasin problème . Je continuer utiliser années venir .""",,C ’ bonne appli êtes . C ’ bonne appli êtes mineur . Même majeur fonctionne bien . Ce cool . c ’ c ’ totalement gratuit revanche c ’ dommage qu ’ puisse faire virement automatiquement l ’ banque . A part c ’ parfait l ’ utilise an n ’ aucun soucis . Je paye magasin problème . Je continuer l ’ utiliser années venir
74463,5,1.0,2022-07-23 21:19:01+00:00,2022-07-23,Kard,"""Très bonne application. Très bonne application, simple d'utilisation et au combien pratiques étant divorcé et n'ayant pas toujours mes enfants avec moi c'est génial pour envoyer de l'argent à mes enfants quand ils en ont besoin rapidement et efficacement""",,Très bonne application. Très bonne application simple d' utilisation et au combien pratiques étant divorcé et n' ayant pas toujours mes enfants avec moi c' est génial pour envoyer de l' argent à mes enfants quand ils en ont besoin rapidement et efficacement,"""Très bonne application . Très bonne application , simple utilisation pratiques divorcé enfants génial envoyer argent enfants besoin rapidement efficacement""",,Très bonne application . Très bonne application simple d ' utilisation pratiques divorcé n ' enfants c ' génial envoyer l ' argent enfants besoin rapidement efficacement
22370,4,1.0,2023-06-06 15:26:03+00:00,2023-06-05,Anytime,très bon suivi client. J'aurai aimé une vérification des documents plus rapide parce que j'étais pressée d'avoir un RIB mais sorti de ce détail le suivi et les échanges me conviennent parfaitement :),,très bon suivi client. J' aurai aimé une vérification des documents plus rapide parce que j' étais pressée d' avoir un RIB mais sorti de ce détail le suivi et les échanges me conviennent parfaitement,bon suivi client . J' aurai aimé vérification documents rapide pressée RIB sorti détail suivi échanges conviennent parfaitement :),,bon suivi client . J ' aurai aimé vérification documents rapide j ' pressée d ' RIB sorti détail suivi échanges conviennent parfaitement
67638,4,1.0,2021-01-04 00:59:51+00:00,2021-01-04,Vybe,Bonjour j’aimerais savoir combien de…. Bonjour j’aimerais savoir combien de temps prend la vérification d’identité,,Bonjour j’ aimerais savoir combien de. Bonjour j’ aimerais savoir combien de temps prend la vérification d’ identité,Bonjour aimerais savoir … . Bonjour aimerais savoir temps prend vérification identité,,Bonjour j ’ aimerais savoir . Bonjour j ’ aimerais savoir temps prend vérification d ’ identité
45303,5,4.0,2021-02-08 18:23:07+00:00,2021-02-08,Cofidis,"""Je suis très satisfaite de cofidis. Je suis très satisfaite de cofidis. Je suis cliente depuis plusieurs années, pour un crédit renouvelable et un crédit perso fait récemment. Réponse rapide, mise à disposition des fonds rapide également. Ce que je déplore un peu c'est  qu'il faut attendre le 24 du mois pour utiliser son disponible, alors que la mensualité est prélevée le 12 (pour moi) ou autre date du mois pour d'autres. Pour certaines personnes qui ont besoin de leur disponible, Cela peut causer des problèmes avec leur banque.Pourquoi attendre puisque nous avons régler notre mensualité.""",Je suis cliente depuis plusieurs années pour un crédit renouvelable et un crédit perso fait récemment. Ce que je déplore un peu c' est   qu' il faut attendre le 24 du mois pour utiliser son disponible alors que la mensualité est prélevée le 12 pour moi ou autre date du mois pour d' autres. Pour certaines personnes qui ont besoin de leur disponible Cela peut causer des problèmes avec leur banque. Pourquoi attendre puisque nous avons régler notre mensualité,Je suis très satisfaite de cofidis. Je suis très satisfaite de cofidis. Réponse rapide mise à disposition des fonds rapide également,"""Je satisfaite cofidis . Je satisfaite cofidis . Je cliente années , crédit renouvelable crédit perso récemment . Réponse rapide , mise disposition fonds rapide . Ce déplore   faut attendre 24 mois utiliser disponible , mensualité prélevée 12 ( ) date mois . Pour personnes besoin disponible , Cela causer problèmes banque . Pourquoi attendre régler mensualité .""",Je cliente années crédit renouvelable crédit perso récemment . Ce déplore c '    qu ' faut attendre 24 mois utiliser disponible mensualité prélevée 12 date mois d ' . Pour personnes besoin disponible Cela causer problèmes banque . Pourquoi attendre régler mensualité,Je satisfaite cofidis . Je satisfaite cofidis . Réponse rapide mise disposition fonds rapide
86992,5,2.0,2022-03-03 17:25:16+00:00,2022-03-03,BoursoramaBanque,Rapide et efficace. Rapide et efficace: Bravo!,,Rapide et efficace. Rapide et efficace Bravo,Rapide efficace . Rapide efficace : Bravo !,,Rapide efficace . Rapide efficace Bravo
82374,5,1.0,2018-04-09 21:07:16+00:00,2018-04-09,CIBFormation,"""Une formation complète. Avec Pascal Cherin  nous avons un maitre dans la formation.C'est précis, complet et compréhensible, je le recommandeJean Marc LECLERCQ""",,Une formation complète. Avec Pascal Cherin   nous avons un maitre dans la formation. C' est précis complet et compréhensible je le recommandeJean Marc LECLERCQ,"""Une formation complète . Avec Pascal Cherin   maitre formation . C' précis , complet compréhensible , recommandeJean Marc LECLERCQ""",,Une formation complète . Avec Pascal Cherin    maitre formation . C ' précis complet compréhensible recommandeJean Marc LECLERCQ
45738,5,8.0,2021-01-19 15:12:15+00:00,2021-01-19,Cofidis,Personnel  très compétent  et à l…. Personnel  très compétent  et à l écoute de leur client,,Personnel   très compétent   et à l. Personnel   très compétent   et à l écoute de leur client,Personnel   compétent   l … . Personnel   compétent   l écoute client,,Personnel    compétent    l. Personnel    compétent    l écoute client
30018,5,2.0,2023-09-12 17:33:30+00:00,2023-09-11,Cofidis,Procédure simple rapide et efficace. na,,Procédure simple rapide et efficace,Procédure simple rapide efficace .,,Procédure simple rapide efficace
100579,1,4.0,2021-11-05 15:31:37+00:00,2021-11-04,OrangeBank,Attention pour les comptes PRO gérés…. Attention pour les comptes PRO gérés par Orange et sa filiale ANYTIME.Depuis lundi TOUS les comptes sont bloqués et le service client absents. Aucun virement crédité et impossible d’alimenter les cartes de crédit . ORANGE bloque tous les fonds à TOUS LES CLIENTS sans exception.Une plainte auprès du procureur de Toulouse est lancée ce matin par un collectif de clients en cours de formation.Bonjour comme écrit à Michelle de ANYTIME je pense que vous devriez me contacter en TOUTE URGENCE ….,Attention pour les comptes PRO gérés. Attention pour les comptes PRO gérés par Orange et sa filiale. ANYTIME.Depuis lundi TOUS les comptes sont bloqués et le service client absents. Aucun virement crédité et impossible d’ alimenter les cartes de crédit. ORANGE bloque tous les fonds à TOUS LES CLIENTS sans exception. Une plainte auprès du procureur de Toulouse est lancée ce matin par un collectif de clients en cours de formation,Bonjour comme écrit à Michelle de ANYTIME. je pense que vous devriez me contacter en TOUTE URGENCE,Attention comptes PRO gérés … . Attention comptes PRO gérés Orange filiale ANYTIME.Depuis lundi TOUS comptes bloqués service client absents . Aucun virement crédité impossible alimenter cartes crédit . ORANGE bloque fonds TOUS LES CLIENTS exception . Une plainte auprès procureur Toulouse lancée matin collectif clients cours formation . Bonjour écrit Michelle ANYTIME devriez contacter TOUTE URGENCE … .,Attention comptes PRO gérés . Attention comptes PRO gérés Orange filiale . ANYTIME.Depuis lundi TOUS comptes bloqués service client absents . Aucun virement crédité impossible d ’ alimenter cartes crédit . ORANGE bloque fonds TOUS LES CLIENTS exception . Une plainte auprès procureur Toulouse lancée matin collectif clients cours formation,Bonjour écrit Michelle ANYTIME . devriez contacter TOUTE URGENCE
97663,5,4.0,2022-03-31 09:55:04+00:00,2022-03-31,OrangeBank,Tout est super. na,,Tout est super,Tout super .,,Tout super
40814,1,1.0,2021-08-31 10:25:28+00:00,2021-08-31,Cofidis,Démarche non prise en compte. Démarche non prise en compte ! Réponse par mail pratiquement jamais et quand on nous appelle la personne au téléphone ne parle pas !,Démarche non prise en compte. Démarche non prise en compte. Réponse par mail pratiquement jamais et quand on nous appelle la personne au téléphone ne parle pas,,Démarche non prise compte . Démarche non prise compte ! Réponse mail pratiquement jamais appelle téléphone !,Démarche non prise compte . Démarche non prise compte . Réponse mail pratiquement jamais appelle téléphone,
64504,5,1.0,2022-01-07 16:17:26+00:00,2022-01-07,Pixpay,"""TRÈS TRÈS SATISFAIT. TRÈS TRÈS SATISFAIT,  ON PEUX CONTRÔLER NOTRE ENFANTS A TOUT MOMENT. A LA GLOIRE DE JÉSUS CHRIST.AMEN.""",PEUX CONTRÔLER. NOTRE ENFANTS,TRÈS TRÈS SATISFAIT. TRÈS TRÈS SATISFAIT   ON. A TOUT MOMENT. A LA GLOIRE DE JÉSUS CHRIST.AMEN,"""TRÈS TRÈS SATISFAIT . TRÈS TRÈS SATISFAIT ,   ON PEUX CONTRÔLER NOTRE ENFANTS A TOUT MOMENT . A LA GLOIRE DE JÉSUS CHRIST.AMEN .""",PEUX CONTRÔLER . NOTRE ENFANTS,TRÈS TRÈS SATISFAIT . TRÈS TRÈS SATISFAIT    ON . A TOUT MOMENT . A LA GLOIRE DE JÉSUS CHRIST.AMEN
25903,1,1.0,2020-09-09 13:33:39+00:00,2020-09-09,Anytime,"""FUYEZ !!!!!!. Bonjour,Après 10 mois d'utilisation, je vous déconseille fortement de traiter avec eux. Service client pitoyable !!!!!!Vous devez justifier tous vos virement sortants ( salaires, fournisseurs, urssaf etc ) Ils bloqueront votre compte sans raison valable et sans prévenir.""",Bonjour Après 10 mois d' utilisation je vous déconseille fortement de traiter avec eux. client pitoyable. Ils bloqueront votre compte sans raison valable et sans prévenir,Vous devez justifier tous vos virement sortants salaires fournisseurs urssaf etc,"""FUYEZ ! ! ! ! ! ! . Bonjour , Après 10 mois utilisation , déconseille fortement traiter . Service client pitoyable ! ! ! ! ! ! Vous devez justifier virement sortants ( salaires , fournisseurs , urssaf ) Ils bloqueront compte raison valable prévenir .""",Bonjour Après 10 mois d ' utilisation déconseille fortement traiter . client pitoyable . Ils bloqueront compte raison valable prévenir,Vous devez justifier virement sortants salaires fournisseurs urssaf
52009,5,3.0,2020-07-08 17:55:17+00:00,2020-07-08,Oney,"""Rien à dire, ...c'est très bien. Rien à dire, c'est très bien !""",,Rien à dire c' est très bien. Rien à dire c' est très bien,"""Rien , ... bien . Rien , bien !""",,Rien c ' bien . Rien c ' bien
40731,5,1.0,2021-09-06 10:53:21+00:00,2021-09-06,Cofidis,Bon suivi du dossier  très sérieux et…. Bon suivi du dossier  très sérieux et competent,,Bon suivi du dossier   très sérieux et. Bon suivi du dossier   très sérieux et competent,Bon suivi dossier   sérieux … . Bon suivi dossier   sérieux competent,,Bon suivi dossier    sérieux . Bon suivi dossier    sérieux competent
25658,5,2.0,2020-12-11 13:05:40+00:00,2020-12-11,Anytime,Très bien. Très bien  excellent,,Très bien. Très bien   excellent,Très bien . Très bien   excellent,,Très bien . Très bien    excellent
31222,1,1.0,2023-02-10 16:52:08+00:00,2023-02-09,Cofidis,Manque d’information. na,Manque d’ information,,Manque information .,Manque d ’ information,
31119,5,1.0,2023-02-23 13:29:06+00:00,2023-02-16,Cofidis,Demande crédit. Réponse positive et rapide .très a l'écoute .,,Demande crédit. Réponse positive et rapide. .très a l' écoute,Demande crédit . Réponse positive rapide .très écoute .,,Demande crédit . Réponse positive rapide . .très l ' écoute
64949,5,8.0,2021-10-17 08:41:00+00:00,2021-10-17,Pixpay,Parfait. D'une réelle simplicité,,D' une réelle simplicité,Parfait . D' réelle simplicité,,D ' réelle simplicité
17689,5,1.0,2023-06-08 08:29:56+00:00,2022-06-07,Fortuneo,"""Virement et délai de prise en charge des demandes. Bonjour. J avais besoin d un virement urgent d un montant important vers un notaire ( qui ayant de sa part totalement trainé, nous donnais 48h00)..Un appel à votre equipe, une pièce justificative et opération réalisée le jour même Par ailleurs, vous êtes toujours joignables et dans des temps très très raisonnables. J apprécié énormément. De plus vous dites souvent que le temps d attente est 5 ou 6 minutes.  Ma réalité est que ce temps à toujours été plus court.Votre site étant très clair, je ne vous appelle que pour les cas où les applications sont limitées volontairement ou si j ai un doute.""",Virement et délai de prise en charge des demandes. J avais besoin d un virement urgent d un montant important vers un notaire qui ayant de sa part totalement trainé nous donnais 48h00). Un appel à votre equipe une pièce justificative et opération réalisée le jour même. De plus vous dites souvent que le temps d attente est 5 ou 6 minutes  . Ma réalité est que ce temps à toujours été plus court. Votre site étant très clair je ne vous appelle que pour les cas où les applications sont limitées volontairement ou si j ai un doute,Par ailleurs vous êtes toujours joignables et dans des temps très très raisonnables. J apprécié énormément,"""Virement délai prise charge demandes . Bonjour . J besoin d virement urgent d montant important notaire ( part totalement trainé , donnais 48h00) .. Un appel equipe , pièce justificative opération réalisée jour Par ailleurs , êtes joignables temps raisonnables . J apprécié énormément . De dites temps d attente 5 6 minutes .   Ma réalité temps été court . Votre site clair , appelle cas applications limitées volontairement j doute .""",Virement délai prise charge demandes . J besoin d virement urgent d montant important notaire part totalement trainé donnais 48h00 ) . Un appel equipe pièce justificative opération réalisée jour . De dites temps d attente 5 6 minutes   . Ma réalité temps été court . Votre site clair appelle cas applications limitées volontairement j doute,Par ailleurs êtes joignables temps raisonnables . J apprécié énormément
25220,5,1.0,2021-03-31 13:52:02+00:00,2021-03-31,Anytime,Bon service. Service client agréable...,,Bon service. client agréable,Bon service . Service client agréable ...,,Bon service . client agréable
55037,5,1.0,2022-06-10 13:58:24+00:00,2022-06-10,MaFrenchBank,Très compréhensif et gentil le monsieur…. Très compréhensif et gentil le monsieur que j’ai eu téléphone,,Très compréhensif et gentil le monsieur. Très compréhensif et gentil le monsieur que j’ ai eu téléphone,Très compréhensif gentil monsieur … . Très compréhensif gentil monsieur téléphone,,Très compréhensif gentil monsieur . Très compréhensif gentil monsieur j ’ téléphone
11030,5,2.0,2022-12-15 12:57:52+00:00,2022-12-14,Floabank,"""superbe conseillère. superbe conseillère, efficace rapide et polie.""",,superbe conseillère. superbe conseillère efficace rapide et polie,"""superbe conseillère . superbe conseillère , efficace rapide polie .""",,superbe conseillère . superbe conseillère efficace rapide polie
102955,5,1.0,2023-10-12 12:07:19+00:00,2023-10-11,OrangeBank,"""Qualité de service présente. Le service client est rapidement joignable, pas d'attente. L'échange est très cordial. Le conseiller ou la conseillère est aimable et serviable. La demande est réalisée directement. La qualité de service est présente. Merci.""",La demande est réalisée directement,Qualité de service présente. Le service client est rapidement joignable pas d' attente. L' échange est très cordial. Le conseiller ou la conseillère est aimable et serviable. La qualité de service est présente,"""Qualité service présente . Le service client rapidement joignable , attente . L' échange cordial . Le conseiller conseillère aimable serviable . La demande réalisée . La qualité service présente . Merci .""",La demande réalisée,Qualité service présente . Le service client rapidement joignable d ' attente . L ' échange cordial . Le conseiller conseillère aimable serviable . La qualité service présente
5669,5,2.0,2020-12-22 12:27:10+00:00,2020-12-22,Shine,Service client T-Max .. Service client T-Max .. RAPIDE et professionnel Je vous faites 10 étoiles pour l’équipe Shine et Marie👸🏼,Service client T Max. Service client T Max,RAPIDE et professionnel. Je vous faites 10 étoiles pour l’ équipe Shine et Marie 👸 🏼,Service client T - Max .. Service client T - Max .. RAPIDE professionnel Je faites 10 étoiles équipe Shine Marie 👸 🏼,Service client T Max . Service client T Max,RAPIDE professionnel . Je faites 10 étoiles l ’ équipe Shine Marie 👸 🏼
58921,5,2.0,2018-10-01 17:27:53+00:00,2018-10-01,Immoprt,mes besoins et moyens ont été pris en…. mes besoins et moyens ont été pris en compte mon dossier a été très vite étudié,mes besoins et moyens ont été pris en compte mon dossier,mes besoins et moyens ont été pris en. a été très vite étudié,besoins moyens été pris … . besoins moyens été pris compte dossier été vite étudié,besoins moyens été pris compte dossier,besoins moyens été pris . été vite étudié
51899,1,1.0,2020-08-05 16:54:11+00:00,2020-08-05,Oney,Ayant essayé de passer commande en 3 4x…. Ayant essayé de passer commande en 3 4x sans frais je me retrouve avec 9 prélèvement de 1 euros car une fois cliquer sur valider il ne se passait rien . Cependant ma commande ne passe pas dans les historiques de commande il ny a rien  et jai peur de devoir payer 9 fois ma commande si celle-ci finit par passer. Que puis je faire pour ne pas être prélever de 46 euros 9 fois si cela est accepté ? Je voudrais tout annuler.,Ayant essayé de passer commande en 3 4x sans frais je me retrouve avec 9 prélèvement de 1 euros car une fois cliquer sur valider il ne se passait rien. Cependant ma commande ne passe pas dans les historiques de commande il ny a rien   et jai peur de devoir payer 9 fois ma commande si celle-ci finit par passer. Que puis je faire pour ne pas être prélever de 46 euros 9 fois si cela est accepté. Je voudrais tout annuler,Ayant essayé de passer commande en 3 4x,Ayant essayé passer commande 3 4x … . Ayant essayé passer commande 3 4x frais retrouve 9 prélèvement 1 euros fois cliquer valider passait rien . Cependant commande passe historiques commande ny rien   jai peur devoir payer 9 fois commande finit passer . Que faire prélever 46 euros 9 fois accepté ? Je voudrais annuler .,Ayant essayé passer commande 3 4x frais retrouve 9 prélèvement 1 euros fois cliquer valider passait rien . Cependant commande passe historiques commande ny rien    jai peur devoir payer 9 fois commande finit passer . Que faire prélever 46 euros 9 fois accepté . Je voudrais annuler,Ayant essayé passer commande 3 4x
13615,5,1.0,2021-03-29 10:22:09+00:00,2021-03-29,Floabank,Très bien. Très bien et simple merci,,Très bien. Très bien et simple merci,Très bien . Très bien simple,,Très bien . Très bien simple
103403,1,7.0,2023-10-12 19:08:12+00:00,2023-10-04,SocitGnrale&Vous,"""Bug informatiques et aucune réactivité.. Bug informatiques et aucune réactivité.Nous n'avons plus aucune visibilité sur un de nos compte qui a disparu du site internet, bug en cours de résolution depuis un mois.... Aucune information sur une date de résolution possible.""",Bug informatiques et aucune réactivité. Bug informatiques et aucune réactivité. Nous n' avons plus aucune visibilité sur un de nos compte qui a disparu du site internet bug en cours de résolution depuis un mois. Aucune information sur une date de résolution possible,,"""Bug informatiques aucune réactivité .. Bug informatiques aucune réactivité . Nous aucune visibilité compte disparu site internet , bug cours résolution mois .... Aucune information date résolution .""",Bug informatiques aucune réactivité . Bug informatiques aucune réactivité . Nous n ' aucune visibilité compte disparu site internet bug cours résolution mois . Aucune information date résolution,
82476,1,2.0,2023-10-16 23:44:58+00:00,2023-10-16,BoursoramaBanque,Double sécurité Boursobank ennuyeuse. J'en ai marre de devoir gérer une double sécurité pour toute opération sur mon compte bancaire boursorama.- connexion à partir d'un nouvel appareil : code sur mon tél + code sur mon adresse mail- virement : idem- modification de plafond : idemUn seul code sur le portable ou sur le mail au choix (car portable peut-être défaillant) suffirait largement !Au lieu de BoursoBank on devrait dire BoursoChiant,J' en ai marre de devoir gérer une double sécurité pour toute opération sur mon compte bancaire boursorama.- connexion à partir d' un nouvel appareil code sur mon tél + code sur mon adresse mail-. virement idem- modification de plafond idemUn seul code sur le portable ou sur le mail au choix car portable peut-être défaillant suffirait largement. Au lieu de BoursoBank on devrait dire BoursoChiant,Double sécurité Boursobank ennuyeuse,Double sécurité Boursobank ennuyeuse . J' marre devoir gérer double sécurité opération compte bancaire boursorama.- connexion partir nouvel appareil : code tél + code adresse mail- virement : idem- modification plafond : idemUn code portable mail choix ( portable peut-être défaillant ) suffirait largement ! Au lieu BoursoBank devrait BoursoChiant,J ' marre devoir gérer double sécurité opération compte bancaire boursorama.- connexion partir d ' nouvel appareil code tél + code adresse mail- . virement idem- modification plafond idemUn code portable mail choix portable peut-être défaillant suffirait largement . Au lieu BoursoBank devrait BoursoChiant,Double sécurité Boursobank ennuyeuse
34552,5,1.0,2022-07-06 13:14:14+00:00,2022-07-06,Cofidis,Avis très favorable. Très contente du suivi de mon dossier délai court et très professionnel,,Avis très favorable. Très contente du suivi de mon dossier délai court et très professionnel,Avis favorable . Très contente suivi dossier délai court professionnel,,Avis favorable . Très contente suivi dossier délai court professionnel
56825,5,1.0,2022-07-12 10:20:55+00:00,2022-07-12,Immoprt,"""Partenaire depuis plusieurs années avec…. Partenaire depuis plusieurs années avec l’agence de Calais.Je ne dirai que quelques mots : réactivité, professionnalisme, amabilité.Je recommande vivement.""",,Partenaire depuis plusieurs années avec. Partenaire depuis plusieurs années avec l’ agence de Calais. Je ne dirai que quelques mots réactivité professionnalisme amabilité. Je recommande vivement,"""Partenaire années … . Partenaire années agence Calais . Je dirai mots : réactivité , professionnalisme , amabilité . Je recommande vivement .""",,Partenaire années . Partenaire années l ’ agence Calais . Je dirai mots réactivité professionnalisme amabilité . Je recommande vivement
68349,1,3.0,2020-08-18 10:44:10+00:00,2020-08-18,Creditmutuel,"""Mauvaise banque. Pour avoir envoyé un mail de mécontentement, le Responsable Commercial m'a tout bloqué. Impossible de discuter avec eux.Elle est ou la Banque avec qui on parle ? Publicité mensongère.Ils prennent des frais à 8.00 sur des prélèvements soient disant impayés sauf que tout est prélevés.Au final, cette banque n'est pas recommandable. N'y allez pas, vous allez le regretter.""",Mauvaise banque. Pour avoir envoyé un mail de mécontentement le Responsable Commercial m' a tout bloqué. Impossible de discuter avec eux. Elle est ou la Banque avec qui on parle. Publicité mensongère. Ils prennent des frais à 8.00 sur des prélèvements soient disant impayés sauf que tout est prélevés. Au final cette banque n' est pas recommandable. N' y allez pas vous allez le regretter,,"""Mauvaise banque . Pour envoyé mail mécontentement , Responsable Commercial bloqué . Impossible discuter . Elle Banque ? Publicité mensongère . Ils prennent frais 8.00 prélèvements soient disant impayés prélevés . Au final , banque recommandable . N' allez , allez regretter .""",Mauvaise banque . Pour envoyé mail mécontentement Responsable Commercial m ' bloqué . Impossible discuter . Elle Banque . Publicité mensongère . Ils prennent frais 8.00 prélèvements soient disant impayés prélevés . Au final banque n ' recommandable . N ' allez allez regretter,
96842,5,1.0,2022-04-21 09:27:09+00:00,2022-04-21,OrangeBank,Très bien. Très bien merci,,Très bien. Très bien merci,Très bien . Très bien,,Très bien . Très bien
87026,5,3.0,2022-03-01 10:53:39+00:00,2022-03-01,BoursoramaBanque,"""Système bien conçu. Système bien conçu, suivis et facilité d'ajouter un bénéficiaire...Bravo !P.F.""",,Système bien conçu. Système bien conçu suivis et facilité d' ajouter un bénéficiaire Bravo,"""Système bien conçu . Système bien conçu , suivis facilité ajouter bénéficiaire ... Bravo ! P.F.""",,Système bien conçu . Système bien conçu suivis facilité d ' ajouter bénéficiaire Bravo
95885,5,1.0,2022-05-01 18:17:45+00:00,2022-05-01,OrangeBank,"""Avec Orange Bank,j'ai pû acheter le…. Avec Orange Bank,j'ai pû acheter le téléphone dont je rêvais sans problème. Service client au top.""",,Avec Orange Bank j' ai pû acheter le. Avec Orange Bank j' ai pû acheter le téléphone dont je rêvais sans problème. Service client au top,"""Avec Orange Bank , pû acheter … . Avec Orange Bank , pû acheter téléphone rêvais problème . Service client top .""",,Avec Orange Bank j ' pû acheter . Avec Orange Bank j ' pû acheter téléphone rêvais problème . Service client top
17339,5,1.0,2023-06-14 18:24:39+00:00,2022-06-13,Fortuneo,"""LA banque en ligne de référence. Conseillers toujours efficaces et serviables.Service CB virtuelle très utile. Evite de donner son n° de CB, on se sent + en sécurité.Aucune expérience négative en quelque domaine que ce soit depuis près de 15 ans.""",Aucune expérience négative en quelque domaine que ce soit depuis près de 15 ans,LA banque en ligne de référence. Conseillers toujours efficaces et serviables. CB virtuelle très utile. Evite de donner son n° de CB on se sent + en sécurité,"""LA banque ligne référence . Conseillers efficaces serviables . Service CB virtuelle utile . Evite donner n° CB , + sécurité . Aucune expérience négative domaine 15 ans .""",Aucune expérience négative domaine 15 ans,LA banque ligne référence . Conseillers efficaces serviables . CB virtuelle utile . Evite donner n° CB + sécurité
24723,5,7.0,2021-10-25 10:48:02+00:00,2021-10-25,Anytime,Ponctuels réponses aux questions nettes…. Ponctuels réponses aux questions nettes et détaillées.,,Ponctuels réponses aux questions nettes. Ponctuels réponses aux questions nettes et détaillées,Ponctuels réponses questions nettes … . Ponctuels réponses questions nettes détaillées .,,Ponctuels réponses questions nettes . Ponctuels réponses questions nettes détaillées
55555,5,1.0,2021-09-24 20:45:06+00:00,2021-09-24,MaFrenchBank,"""Très satisfait de votre banque en ligne…. Très satisfait de votre banque en ligne rien à rajouté , je recommande vivement ma Fresh Bank""",,Très satisfait de votre banque en ligne. Très satisfait de votre banque en ligne rien à rajouté je recommande vivement ma Fresh Bank,"""Très satisfait banque ligne … . Très satisfait banque ligne rien rajouté , recommande vivement Fresh Bank""",,Très satisfait banque ligne . Très satisfait banque ligne rien rajouté recommande vivement Fresh Bank
83705,5,3.0,2023-05-06 11:15:27+00:00,2023-05-05,BoursoramaBanque,Changement du plafond de paiement  CB. Simplicité et rapidité d'exécution - au top,,Changement du plafond de paiement   CB. Simplicité et rapidité d' exécution. au top,Changement plafond paiement   CB . Simplicité rapidité exécution - top,,Changement plafond paiement    CB . Simplicité rapidité d ' exécution . top
13675,5,1.0,2021-03-29 08:28:19+00:00,2021-03-29,Floabank,Aucun problème a signaler. na,Aucun problème a signaler,,Aucun problème signaler .,Aucun problème signaler,
52561,5,1.0,2020-02-11 16:48:58+00:00,2020-02-11,Oney,Très contente de oney merci. na,,Très contente de oney merci,Très contente oney .,,Très contente oney
48499,5,1.0,2023-10-19 16:59:13+00:00,2023-10-19,Cofidis,"""Très bien,excellente…. Très bien,excellente communication,beaucoup de dossiers sans doute à étudier,on est toujours impatient du résultat,mais dans l,ensemble cofidis c,est top""",,Très bien excellente. Très bien excellente communication beaucoup de dossiers sans doute à étudier on est toujours impatient du résultat mais dans l ensemble cofidis c est top,"""Très bien , excellente … . Très bien , excellente communication , beaucoup dossiers doute étudier , impatient résultat , l , ensemble cofidis c , top""",,Très bien excellente . Très bien excellente communication beaucoup dossiers doute étudier impatient résultat l ensemble cofidis c top
15954,5,1.0,2023-10-12 10:44:18+00:00,2023-10-12,Floabank,J’ai réussi à résoudre le problème et…. J’ai réussi à résoudre le problème et mieux comprendre comment ça fonctionne merci à madame Nouhaila pour tout les  renseignements quel ma fournis,J’ ai réussi à résoudre le problème et,J’ ai réussi à résoudre le problème et mieux comprendre comment ça fonctionne merci à madame Nouhaila pour tout les   renseignements quel ma fournis,J’ réussi résoudre problème … . J’ réussi résoudre problème mieux comprendre fonctionne madame Nouhaila   renseignements fournis,J ’ réussi résoudre problème,J ’ réussi résoudre problème mieux comprendre fonctionne madame Nouhaila    renseignements fournis
43483,5,1.0,2021-05-10 13:54:39+00:00,2021-05-10,Cofidis,"""Personnes à l'écoute. Personnes à l'écoute,  très réactifs et très bons conseillers""",,Personnes à l' écoute. Personnes à l' écoute   très réactifs et très bons conseillers,"""Personnes écoute . Personnes écoute ,   réactifs bons conseillers""",,Personnes l ' écoute . Personnes l ' écoute    réactifs bons conseillers
41947,4,3.0,2021-07-15 16:15:30+00:00,2021-07-15,Cofidis,"""Très bon produits. Très bon produits, très bons conseillers Mais taux d’intérêts élevés""",,Très bon produits. Très bon produits très bons conseillers Mais taux d’ intérêts élevés,"""Très bon produits . Très bon produits , bons conseillers Mais taux intérêts élevés""",,Très bon produits . Très bon produits bons conseillers Mais taux d ’ intérêts élevés
87761,5,1.0,2021-12-21 11:15:21+00:00,2021-12-21,BoursoramaBanque,ORDRE DE VIREMENT SIMPLE ET RAPIDE. na,,ORDRE DE VIREMENT SIMPLE ET RAPIDE,ORDRE DE VIREMENT SIMPLE ET RAPIDE .,,ORDRE DE VIREMENT SIMPLE ET RAPIDE
